reaction,unique_aer_id_number,original_receive_date,number_of_animals_affected,primary_reporter,number_of_animals_treated,drug,onset_date,report_id,type_of_information,receiver.organization,receiver.street_address,receiver.city,receiver.state,receiver.postal_code,receiver.country,health_assessment_prior_to_exposure.assessed_by,animal.species,animal.gender,animal.age.min,animal.age.max,animal.age.unit,animal.age.qualifier,animal.weight.min,animal.weight.max,animal.weight.unit,animal.weight.qualifier,animal.breed.is_crossbred,animal.breed.breed_component,animal.reproductive_status,animal.female_animal_physiological_status,outcome
"[{'veddra_version': '2', 'veddra_term_code': '99658', 'veddra_term_name': 'PR-PANCREAS, LESION(S)'}, {'veddra_version': '11', 'veddra_term_code': '642', 'veddra_term_name': 'Convulsion'}, {'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}, {'veddra_version': '11', 'veddra_term_code': '996', 'veddra_term_name': 'Anorexia'}, {'veddra_version': '11', 'veddra_term_code': '2050', 'veddra_term_name': 'Elevated ALT'}, {'veddra_version': '11', 'veddra_term_code': '2055', 'veddra_term_name': 'Elevated SAP'}, {'veddra_version': '2', 'veddra_term_code': '99629', 'veddra_term_name': 'PR-LIVER, LESION(S)'}]",USA-USFDACVM-2015-US-068266,19870424,1,Other,2,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870424,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,.00,,C17998,Measured,,,,Unknown,false,Schnauzer (unspecified),Neutered,NOT APPLICABLE,
"[{'veddra_version': '11', 'veddra_term_code': '521', 'veddra_term_name': 'Urticaria'}, {'veddra_version': '11', 'veddra_term_code': '263', 'veddra_term_name': 'Abdominal pain'}, {'veddra_version': '11', 'veddra_term_code': '996', 'veddra_term_name': 'Anorexia'}, {'veddra_version': '11', 'veddra_term_code': '1032', 'veddra_term_name': 'Fever'}]",USA-USFDACVM-2015-US-061093,19870430,2,Other,4,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Paste', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N121042'}, 'atc_vet_code': 'QP52AC07', 'active_ingredients': [{'name': 'Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870430,N121042,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Horse,Male,.00,.00,C17998,Measured,498.950,498.950,Kilogram,Measured,false,Mixed (Horse),Neutered,NOT APPLICABLE,
"[{'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}, {'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}, {'veddra_version': '11', 'veddra_term_code': '996', 'veddra_term_name': 'Anorexia'}, {'veddra_version': '11', 'veddra_term_code': '2050', 'veddra_term_name': 'Elevated ALT'}, {'veddra_version': '11', 'veddra_term_code': '2055', 'veddra_term_name': 'Elevated SAP'}]",USA-USFDACVM-2015-US-068290,19870522,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870522,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,12.00,,Year,Measured,12.700,,Kilogram,Measured,false,Beagle,Neutered,NOT APPLICABLE,"[{'medical_status': 'Died', 'number_of_animals_affected': '1'}]"
"[{'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}, {'veddra_version': '11', 'veddra_term_code': '996', 'veddra_term_name': 'Anorexia'}, {'veddra_version': '2', 'veddra_term_code': '99629', 'veddra_term_name': 'PR-LIVER, LESION(S)'}]",USA-USFDACVM-2015-US-068280,19870513,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870513,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,12.00,,Year,Measured,9.980,,Kilogram,Measured,false,Sheepdog - Shetland,,,
"[{'veddra_version': '11', 'veddra_term_code': '631', 'veddra_term_name': 'Central nervous system disorder NOS'}, {'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}, {'veddra_version': '11', 'veddra_term_code': '1027', 'veddra_term_name': 'Malaise'}]",-USFDACVM-2015-FN-001495,19870623,3,Other,120,"[{'route': 'Unknown', 'brand_name': 'MSK', 'dosage_form': 'Suspension', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N128409'}, 'atc_vet_code': 'QP54AA01', 'active_ingredients': [{'name': 'Ivermectin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870623,N128409,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Cattle,Mixed,9.00,9.00,Month,Measured,199.580,199.580,Kilogram,Measured,false,Simmental,,,"[{'medical_status': 'Died', 'number_of_animals_affected': '3'}]"
"[{'veddra_version': '11', 'veddra_term_code': '160', 'veddra_term_name': 'Thrombocytopenia'}, {'veddra_version': '11', 'veddra_term_code': '177', 'veddra_term_name': 'Haemorrhage NOS'}, {'veddra_version': '11', 'veddra_term_code': '1214', 'veddra_term_name': 'Swelling NOS'}, {'veddra_version': '11', 'veddra_term_code': '2038', 'veddra_term_name': 'Ecchymosis'}, {'veddra_version': '11', 'veddra_term_code': '2047', 'veddra_term_name': 'Elevated BUN'}, {'veddra_version': '11', 'veddra_term_code': '2048', 'veddra_term_name': 'Elevated creatinine'}]",-USFDACVM-2015-FN-001041,19870511,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Powder', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N102987'}, 'atc_vet_code': 'QP52AC09', 'active_ingredients': [{'name': 'Mebendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870511,N102987,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Male,5.00,,Year,Measured,47.630,,Kilogram,Measured,false,Borzoi,,NOT APPLICABLE,
"[{'veddra_version': '11', 'veddra_term_code': '113', 'veddra_term_name': 'Aggression'}]",USA-USFDACVM-2015-US-029255,19870625,1,Other,1,"[{'route': 'Intramuscular', 'brand_name': 'MSK', 'dosage_form': 'Solution', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N030438'}, 'atc_vet_code': 'QN02AB73', 'active_ingredients': [{'name': 'Droperidol, Fentanyl', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}, {'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'active_ingredients': [{'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870625,N030438,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,13.00,,Year,Measured,9.070,,Kilogram,Measured,false,Sheepdog - Beauce (Beauceron),,,
"[{'veddra_version': '11', 'veddra_term_code': '531', 'veddra_term_name': 'Agalactia'}]",USA-USFDACVM-2015-US-037602,19870413,5,Other,5,"[{'route': 'Intramammary', 'brand_name': 'MSK', 'dosage_form': 'Suspension', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N055069'}, 'atc_vet_code': 'QJ51CF02', 'active_ingredients': [{'name': 'Cloxacillin Benzathine', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870413,N055069,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Cattle,Female,.00,.00,C17998,Measured,,,,Unknown,false,Holstein-Friesian also known as Holstein,,,
"[{'veddra_version': '11', 'veddra_term_code': '263', 'veddra_term_name': 'Abdominal pain'}]",USA-USFDACVM-2015-US-061092,19870416,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Paste', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N121042'}, 'atc_vet_code': 'QP52AC07', 'active_ingredients': [{'name': 'Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870416,N121042,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Horse,Female,.00,,C17998,Measured,,,,Unknown,false,Quarter Horse,,,
"[{'veddra_version': '11', 'veddra_term_code': '142', 'veddra_term_name': 'Anaemia NOS'}, {'veddra_version': '11', 'veddra_term_code': '214', 'veddra_term_name': 'Murmur'}, {'veddra_version': '11', 'veddra_term_code': '317', 'veddra_term_name': 'Melaena'}, {'veddra_version': '11', 'veddra_term_code': '543', 'veddra_term_name': 'Polydipsia'}, {'veddra_version': '11', 'veddra_term_code': '718', 'veddra_term_name': 'Polyuria'}, {'veddra_version': '11', 'veddra_term_code': '2182', 'veddra_term_name': 'Azotaemia'}, {'veddra_version': '11', 'veddra_term_code': '1057', 'veddra_term_name': 'Coagulopathy'}, {'veddra_version': '11', 'veddra_term_code': '160', 'veddra_term_name': 'Thrombocytopenia'}, {'veddra_version': '11', 'veddra_term_code': '499', 'veddra_term_name': 'Icterus'}, {'veddra_version': '11', 'veddra_term_code': '996', 'veddra_term_name': 'Anorexia'}, {'veddra_version': '11', 'veddra_term_code': '1030', 'veddra_term_name': 'Ascites'}, {'veddra_version': '11', 'veddra_term_code': '1043', 'veddra_term_name': 'Weight loss'}, {'veddra_version': '11', 'veddra_term_code': '116', 'veddra_term_name': 'Behavioural disorder NOS'}, {'veddra_version': '11', 'veddra_term_code': '2052', 'veddra_term_name': 'Elevated total bilirubin'}, {'veddra_version': '11', 'veddra_term_code': '2055', 'veddra_term_name': 'Elevated SAP'}, {'veddra_version': '11', 'veddra_term_code': '2073', 'veddra_term_name': 'Abdominal cavity haemorrhage'}, {'veddra_version': '11', 'veddra_term_code': '2155', 'veddra_term_name': 'Hyperproteinaemia'}, {'veddra_version': '2', 'veddra_term_code': '99629', 'veddra_term_name': 'PR-LIVER, LESION(S)'}, {'veddra_version': '11', 'veddra_term_code': '1942', 'veddra_term_name': 'Elevated liver enzymes'}]",USA-USFDACVM-2015-US-068301,19870604,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870604,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,6.00,,Year,Measured,14.510,,Kilogram,Measured,false,Spaniel - Springer (unspecified),Neutered,NOT APPLICABLE,
"[{'veddra_version': '11', 'veddra_term_code': '2067', 'veddra_term_name': 'Increased sexual interest'}]",USA-USFDACVM-2015-US-058977,19870507,133,Other,135,"[{'route': 'Subcutaneous', 'brand_name': 'MSK', 'dosage_form': 'Suspension', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N118123'}, 'atc_vet_code': 'QG03CA03', 'active_ingredients': [{'name': 'Estradiol', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870507,N118123,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Cattle,Male,.00,.00,C17998,Measured,249.480,249.480,Kilogram,Measured,false,Crossbred Bovine/Cattle,Neutered,NOT APPLICABLE,
"[{'veddra_version': '11', 'veddra_term_code': '1214', 'veddra_term_name': 'Swelling NOS'}, {'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}]",USA-USFDACVM-2015-US-063478,19870605,1,Other,25,"[{'route': 'Subcutaneous', 'brand_name': 'MSK', 'dosage_form': 'Suspension', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N128409'}, 'atc_vet_code': 'QP54AA01', 'active_ingredients': [{'name': 'Ivermectin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870605,N128409,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Cattle,Male,8.00,,Month,Measured,226.800,,Kilogram,Measured,false,Hereford cattle,,NOT APPLICABLE,"[{'medical_status': 'Died', 'number_of_animals_affected': '1'}]"
"[{'veddra_version': '2', 'veddra_term_code': '99112', 'veddra_term_name': 'INEFFECTIVE, HOOKS'}, {'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}]",USA-USFDACVM-2015-US-068259,19870409,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870409,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,12.00,,Month,Measured,8.620,,Kilogram,Measured,false,Terrier - Scottish,,,
"[{'veddra_version': '11', 'veddra_term_code': '512', 'veddra_term_name': 'Anaphylaxis'}, {'veddra_version': '11', 'veddra_term_code': '2038', 'veddra_term_name': 'Ecchymosis'}]",USA-USFDACVM-2015-US-059107,19870427,2,Other,10,"[{'route': 'Oral', 'brand_name': 'MSK', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N119688'}, 'atc_vet_code': 'QJ01DB05', 'active_ingredients': [{'name': 'Cefadroxil', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870427,N119688,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Cat,Unknown,.00,.00,C17998,Measured,3.180,3.180,Kilogram,Measured,false,Domestic (unspecified),,,
"[{'veddra_version': '2', 'veddra_term_code': '99082', 'veddra_term_name': 'INEFFECTIVE, ANESTHESIA'}]",USA-USFDACVM-2015-US-032862,19870407,3,Other,3,"[{'route': 'Intramuscular', 'brand_name': 'MSK', 'dosage_form': 'Injection', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N043304'}, 'atc_vet_code': 'QN01AX03', 'active_ingredients': [{'name': 'Ketamine Hydrochloride', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870407,N043304,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Cat,Unknown,.00,.00,C17998,Measured,,,,Unknown,false,Cat (unknown),,,
"[{'veddra_version': '11', 'veddra_term_code': '192', 'veddra_term_name': 'Tachycardia'}, {'veddra_version': '11', 'veddra_term_code': '512', 'veddra_term_name': 'Anaphylaxis'}, {'veddra_version': '11', 'veddra_term_code': '839', 'veddra_term_name': 'Dyspnoea'}, {'veddra_version': '11', 'veddra_term_code': '1024', 'veddra_term_name': 'Depression'}]",USA-USFDACVM-2015-US-063476,19870513,4,Other,24,"[{'route': 'Subcutaneous', 'brand_name': 'MSK', 'dosage_form': 'Suspension', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N128409'}, 'atc_vet_code': 'QP54AA01', 'active_ingredients': [{'name': 'Ivermectin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}, {'brand_name': 'MSK', 'manufacturer': {'name': 'MSK'}, 'active_ingredients': [{'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870513,N128409,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Cattle,Female,20.00,20.00,Month,Measured,238.140,238.140,Kilogram,Measured,false,Holstein-Friesian also known as Holstein,,,"[{'medical_status': 'Died', 'number_of_animals_affected': '3'}]"
"[{'veddra_version': '11', 'veddra_term_code': '984', 'veddra_term_name': 'Death'}, {'veddra_version': '11', 'veddra_term_code': '884', 'veddra_term_name': 'Cough'}]",-USFDACVM-2015-FN-003143,19870612,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N138412'}, 'atc_vet_code': 'QP54AA01', 'active_ingredients': [{'name': 'Ivermectin', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870619,N138412,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Male,5.00,,Year,Measured,8.160,,Kilogram,Measured,false,Crossbred Canine/dog,,NOT APPLICABLE,"[{'medical_status': 'Died', 'number_of_animals_affected': '1'}]"
"[{'veddra_version': '11', 'veddra_term_code': '302', 'veddra_term_name': 'Diarrhoea'}, {'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}, {'veddra_version': '11', 'veddra_term_code': '1043', 'veddra_term_name': 'Weight loss'}]",USA-USFDACVM-2015-US-068263,19870420,2,Other,2,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870420,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Unknown,.00,.00,C17998,Measured,,,,Unknown,false,Sheepdog - Shetland,,,
"[{'veddra_version': '11', 'veddra_term_code': '163', 'veddra_term_name': 'Leucocytosis'}, {'veddra_version': '11', 'veddra_term_code': '334', 'veddra_term_name': 'Vomiting'}, {'veddra_version': '11', 'veddra_term_code': '1024', 'veddra_term_name': 'Depression'}, {'veddra_version': '11', 'veddra_term_code': '499', 'veddra_term_name': 'Icterus'}, {'veddra_version': '11', 'veddra_term_code': '996', 'veddra_term_name': 'Anorexia'}, {'veddra_version': '11', 'veddra_term_code': '1030', 'veddra_term_name': 'Ascites'}, {'veddra_version': '11', 'veddra_term_code': '2050', 'veddra_term_name': 'Elevated ALT'}, {'veddra_version': '11', 'veddra_term_code': '2052', 'veddra_term_name': 'Elevated total bilirubin'}, {'veddra_version': '11', 'veddra_term_code': '2055', 'veddra_term_name': 'Elevated SAP'}, {'veddra_version': '11', 'veddra_term_code': '1883', 'veddra_term_name': 'Hypoalbuminaemia'}]",USA-USFDACVM-2015-US-068313,19870625,1,Other,1,"[{'route': 'Oral', 'brand_name': 'MSK', 'dosage_form': 'Tablet', 'manufacturer': {'name': 'MSK', 'registration_number': 'USA-USFDACVM-N136483'}, 'atc_vet_code': 'QP52AC57', 'active_ingredients': [{'name': 'Diethylcarbamazine, Oxibendazole', 'dose': {'numerator': '1', 'numerator_unit': 'Unknown', 'denominator': '1', 'denominator_unit': 'Unknown'}}]}]",19870625,N136483,Safety Issue,Food and Drug Administration Center for Veterinary Medicine,7500 Standish Place (HFV-210) Room N403,Rockville,MD,20855,USA,Veterinarian,Dog,Female,11.00,,Year,Measured,6.350,,Kilogram,Measured,false,Terrier - Cairn,,,
